,Coef
PCA_feature_2,-0.7362905409933806
PCA_feature_10,-0.388925015334724
PCA_feature_11,-0.787136711558636
PCA_feature_13,-1.0267529205005905
PCA_feature_14,-1.355394547920246
PCA_feature_20,-1.363186915712617
PCA_feature_33,-0.8113244029112147
PCA_feature_129,7.500550619587173e-15
PCA_feature_147,-4.495701724865863e-15
PCA_feature_148,-4.347919579602079e-15
PCA_feature_150,-7.249825031651869e-15
PCA_feature_159,-1.7777808962453697e-15
PCA_feature_160,2.7995126211907476e-15
PCA_feature_161,-6.412339774950665e-16
PCA_feature_167,1.5962505476969107e-15
